,cos_ori,cos_glm,deltacos
0,0.9896930023985492,0.9179257250511156,0.0717672773474336
1,0.9737212653369742,0.9137565065109756,0.05996475882599861
2,0.9891034004464565,0.8791478211344221,0.10995557931203437
3,0.9943879825398314,0.9680764187921033,0.02631156374772814
4,0.9873693787368318,0.8396140965826815,0.14775528215415035
5,0.9770544990397226,0.9574270315987943,0.01962746744092836
6,0.9909083317830119,0.6971032852307486,0.29380504655226325
7,0.9903736414952176,0.8303711442631786,0.16000249723203896
8,0.9875930403859574,0.4260972776680061,0.5614957627179513
9,0.9912657956594529,0.9412974989546288,0.04996829670482417
10,0.9953414091494924,0.8767579220599804,0.11858348708951205
11,0.9984954381325655,0.06256634082439791,0.9359290973081675
12,0.9849074364734478,0.9609970035963424,0.02391043287710537
13,0.9679486799576347,0.9714214206800063,-0.003472740722371581
14,0.9990489267752075,0.9780623145027703,0.020986612272437255
15,0.9971519680206853,0.919435484554798,0.07771648346588733
16,0.987391851500517,0.48682752343550856,0.5005643280650085
17,0.9795367636195305,0.9745020455184605,0.005034718101069924
18,0.9679239935954349,0.634300221120494,0.3336237724749409
19,0.9866121648044902,0.46369589140069933,0.5229162734037909
20,0.9871046566610272,0.9804009114825294,0.006703745178497811
21,0.9985682783990701,0.17236064739919044,0.8262076309998797
22,0.994081295021483,0.8542946899420383,0.13978660507944474
23,0.9813914118680767,0.9352433442258978,0.046148067642178825
24,0.9492525135147009,0.37177356263335587,0.5774789508813449
25,0.986239117311012,0.9060303546528472,0.08020876265816479
26,0.9954088679537401,0.5323757858313948,0.4630330821223453
27,0.9685055691057665,0.6743083100206452,0.2941972590851213
28,0.9951770074662457,0.7537247898127637,0.24145221765348202
29,0.9855913975983326,0.9943035746994179,-0.008712177101085294
30,0.994192264266124,0.8776376989022318,0.11655456536389219
31,0.9881938238762791,0.9667657894629366,0.02142803441334251
32,0.9898442385902092,0.9654444735381763,0.024399765052032896
33,0.9911870396146619,0.966769469621212,0.024417569993449906
34,0.9940863115441171,0.9570223386780015,0.037063972866115624
35,0.9919775521871782,0.8854682779402804,0.10650927424689782
36,0.9943355413084374,0.8971839189182831,0.09715162239015429
37,0.9916276909542933,0.7187598599447265,0.2728678310095668
38,0.9955680652777956,0.9634245403447308,0.032143524933064826
39,0.9972916446928051,0.3563908273644536,0.6409008173283515
40,0.9811946719124411,0.48534628270895197,0.49584838920348917
41,0.9937125949719108,0.3058931963372082,0.6878193986347025
42,0.9936045560040285,0.9838065696562391,0.00979798634778939
43,0.9891044074248933,0.2972313692404723,0.6918730381844209
44,0.9717462557503921,0.9579326311985491,0.013813624551842985
45,0.9817539228618672,0.9383875375789631,0.04336638528290415
46,0.9765447148188326,0.8044185457135551,0.17212616910527756
47,0.9947729388171048,0.231503808736751,0.7632691300803538
48,0.9990642303516423,0.983884602120834,0.015179628230808317
49,0.9960390470949017,0.9908780889886316,0.005160958106270042
50,0.9825171292572302,0.629112187505235,0.3534049417519952
51,0.9908719467648204,0.9298424320840324,0.06102951468078799
52,0.9995654184181751,0.8525031890410343,0.14706222937714086
53,0.9843235407332398,0.5600006200195893,0.4243229207136505
54,0.9971187310567757,0.6270456305297,0.37007310052707576
55,0.9922084873294443,0.9930398940397535,-0.0008314067103091238
56,0.956889760266771,0.6732912778341658,0.2835984824326052
57,0.9918749168287303,0.5790109493721861,0.4128639674565442
58,0.9972965729215593,0.5794616767295453,0.41783489619201397
59,0.9850502120624608,0.9516489312580004,0.033401280804460365
60,0.9924186597635605,0.9867365736505066,0.005682086113053875
61,0.9828077155814587,0.41232899079884244,0.5704787247826163
62,0.9888784708869531,0.4155080879339709,0.5733703829529821
63,0.989674696379734,0.9610757248561206,0.02859897152361346
64,0.9593228265559309,0.9379286322479073,0.021394194308023584
65,0.9880332183513539,0.8577193256493844,0.13031389270196958
66,0.9971848338857523,0.9572461043012382,0.039938729584514054
67,0.9951790797435884,0.8066217558606805,0.1885573238829079
68,0.9840782289696458,0.48879601764494673,0.4952822113246991
69,0.9919465005781894,0.8125693750981382,0.17937712548005125
70,0.9923512140408002,0.9422226305783348,0.050128583462465404
71,0.992718957225144,0.9870234210353509,0.005695536189793127
72,0.99369353240913,0.6506506211741165,0.3430429112350135
73,0.9883182781689407,0.8219498349795075,0.16636844318943322
74,0.9826132972080792,0.9490115511008517,0.03360174610722755
75,0.9950193823010578,0.6365452730318001,0.3584741092692577
76,0.9814592340395872,0.9540557309951443,0.027403503044442945
77,0.9979182806784301,0.6556372446538037,0.34228103602462645
78,0.9612009731196403,0.8785773989473639,0.08262357417227639
79,0.9902354701001665,0.9967390657308612,-0.006503595630694692
80,0.9840236894461261,0.4172476249884012,0.5667760644577249
81,0.9653427815932921,0.39572911683794054,0.5696136647553516
82,0.9793034023090803,0.8610245651779439,0.1182788371311364
83,0.9963925849044026,0.9943766618591876,0.002015923045215029
84,0.9915969730198416,0.8092691652168659,0.18232780780297575
85,0.9842330530140426,0.9763021010511883,0.007930951962854316
86,0.9951472815768565,0.979736182091953,0.01541109948490349
87,0.9820388923974558,0.48432938316340485,0.49770950923405094
88,0.9956468280179986,0.9850827861987993,0.010564041819199343
89,0.9907853217935254,0.9111762576670055,0.07960906412651991
90,0.9976876250629717,0.9469310193294286,0.050756605733543125
91,0.9894614012336933,0.40719747631416814,0.5822639249195252
92,0.988432537932623,0.9698670077877218,0.018565530144901143
93,0.9984949714644912,0.8127511014066269,0.1857438700578643
94,0.9977497098435458,0.9752342531384449,0.02251545670510091
95,0.9913603226433706,0.6221369450255754,0.3692233776177952
96,0.9720609578503581,0.30854294803508764,0.6635180098152704
97,0.9946364295540748,0.059597882435628524,0.9350385471184464
98,0.9867064560916833,0.4642398221066941,0.5224666339849892
99,0.9915081947778714,0.3908392487690615,0.6006689460088099
100,0.9931960146821541,0.9251395035735451,0.068056511108609
101,0.9728400438519705,0.9774726870816783,-0.0046326432297078
102,0.9980166331954641,0.7734775173078606,0.22453911588760345
103,0.9876424783079303,0.9126987843849976,0.07494369392293265
104,0.989870122837051,0.9078512762348786,0.0820188466021724
105,0.9936547386032003,0.7853513712166156,0.20830336738658473
106,0.9948311620458037,0.4732843316329818,0.5215468304128219
107,0.995800351062945,0.8658036811797328,0.12999666988321212
108,0.9837564891085978,0.6235377269977376,0.36021876211086024
109,0.9939987833376963,0.7118181476126513,0.28218063572504504
110,0.9941635607941139,0.9851322649240585,0.009031295870055467
111,0.9852073656273823,0.959592394224779,0.02561497140260327
112,0.9887391567631161,0.9454679523619723,0.04327120440114374
113,0.9950379674960986,0.8931973533559228,0.10184061414017587
114,0.9900520647903356,0.6630588013823817,0.32699326340795387
115,0.9995489962029002,0.9146770580941747,0.08487193810872551
116,0.9931152079383032,0.9828650047894699,0.010250203148833292
117,0.9858545196419735,0.7870814483650481,0.19877307127692534
118,0.9936302877826761,0.9008797274738441,0.092750560308832
119,0.9902090039498098,0.9574978254252425,0.032711178524567286
120,0.9736499472380408,0.9578413878577215,0.01580855938031922
121,0.9939165264337744,0.5447958956194863,0.4491206308142881
122,0.9858773254336751,0.9928448744746374,-0.006967549040962306
123,0.9783554588586945,0.6751923008262541,0.3031631580324403
124,0.983996029050575,0.9141008964682458,0.06989513258232927
125,0.9858447295691154,0.47920740483267793,0.5066373247364375
126,0.9830266275906319,0.36133986867546014,0.6216867589151718
127,0.9993825813013606,0.9277443067104836,0.07163827459087702
128,0.9959440031132387,0.8760067577961359,0.11993724531710281
129,0.9952543793421956,0.9481782008498263,0.047076178492369336
130,0.9893239204195332,0.967406558870966,0.02191736154856716
131,0.9046004014817148,0.366490525392174,0.5381098760895409
132,0.9964851171426847,0.986601369922898,0.009883747219786687
133,0.9978290086691289,0.9073658654796646,0.09046314318946436
134,0.9737562305101258,0.6387034386493414,0.3350527918607844
135,0.9900816988253515,0.83834636982763,0.15173532899772146
136,0.9953523025033866,0.9921613001293205,0.0031910023740661098
137,0.9740053057117352,0.974068419245,-6.311353326482472e-05
138,0.9820462569352615,0.6642342580359674,0.3178119988992941
139,0.9963085572507647,0.8165770388632477,0.179731518387517
140,0.989520702935385,0.7857318543401449,0.20378884859524005
141,0.9922058012962935,0.949404111229968,0.042801690066325504
142,0.9960093633474703,0.8319471973282955,0.16406216601917478
143,0.9967278647325903,0.8643266942415305,0.13240117049105982
144,0.9943727523882951,0.7558854193337307,0.2384873330545645
145,0.9887497714482388,0.8894393471486634,0.09931042429957548
146,0.9989511922323251,0.9456080741235023,0.05334311810882275
147,0.9992706682684332,0.9655364135965734,0.033734254671859865
148,0.9931237001266221,0.6757186328303341,0.31740506729628803
149,0.9691147462967223,0.9335793205947033,0.03553542570201906
150,0.9781048232056773,0.9202139316368404,0.057890891568836866
151,0.9917896532215729,0.9901865042499008,0.0016031489716720193
152,0.9892327840598922,0.5803322976336316,0.40890048642626065
153,0.9394325068413564,0.7750781535444153,0.16435435329694104
154,0.9925540230660299,0.9341004277331966,0.05845359533283334
155,0.9930999640327367,0.8926775960770911,0.10042236795564563
156,0.9988519329425115,0.9659123526744091,0.0329395802681024
157,0.9986880723621601,0.7029902852678467,0.2956977870943134
158,0.9748934665869861,0.47840756505871324,0.4964859015282728
159,0.9934285664544993,0.7022874653287811,0.2911411011257182
160,0.9864358694552408,0.725104445581604,0.2613314238736367
161,0.9867854048578617,0.9742858903866751,0.012499514471186579
162,0.9976443900473235,0.8585241932547358,0.1391201967925877
163,0.9625164391522836,0.8478113462481159,0.11470509290416764
164,0.995891916609895,0.8757635831375159,0.12012833347237906
165,0.9902026071557981,0.984215442157481,0.005987164998317085
166,0.989346397365857,0.9812242098061641,0.008122187559692962
167,0.9833290263196819,0.2825109536214537,0.7008180726982283
168,0.9862595865541335,0.8344817917798513,0.15177779477428222
169,0.9814496420003402,0.03762269478258931,0.943826947217751
170,0.9890556560370819,0.990288526051367,-0.0012328700142850701
171,0.9821196786704585,0.9547184255950101,0.027401253075448384
172,0.9966951433020337,0.5125890341340448,0.4841061091679889
173,0.9795769488824979,0.80425510920867,0.17532183967382786
174,0.950989927916286,0.7614858304419087,0.18950409747437735
175,0.968732549538216,0.6920538461493515,0.27667870338886447
176,0.9984533015893593,0.9627507307463239,0.03570257084303541
177,0.9707358078220899,0.9568103124505876,0.013925495371502339
178,0.987033351898746,0.9929844258484026,-0.00595107394965666
179,0.9925967718787565,0.39511517901257487,0.5974815928661816
180,0.9991986122432028,0.3922820349502639,0.6069165772929389
181,0.9976456277745278,0.9840777071920613,0.013567920582466475
182,0.9690350915638675,0.9723147977324513,-0.0032797061685838624
183,0.9725365100191107,0.2605493337545519,0.7119871762645588
184,0.9941247775369993,0.9740253122335993,0.02009946530340001
185,0.994528144092886,0.9530718157949774,0.041456328297908684
186,0.9903112086229241,0.7095722299315181,0.28073897869140596
187,0.9801424514029367,0.890424291486642,0.08971815991629462
188,0.9853862256016415,0.14096502630270943,0.844421199298932
189,0.9986059272931539,0.576356311629287,0.4222496156638669
190,0.98212754121443,0.8557609949525511,0.12636654626187893
191,0.9571491194868951,0.3814540553515539,0.5756950641353411
192,0.9972789831199316,0.9916793936992463,0.00559958942068528
193,0.9943012975151774,0.9365233982572728,0.05777789925790455
194,0.984552351917477,0.9668218082907541,0.017730543626722883
195,0.9891122118226408,0.4368714531382358,0.5522407586844049
196,0.9876085692225341,0.6518273930189591,0.33578117620357506
197,0.9959231769605611,0.8103306386421396,0.18559253831842148
198,0.993807420682038,0.8824371146438806,0.11137030603815734
199,0.9826150820817352,0.8927785132409058,0.08983656884082936
200,0.982873225066088,0.44192195262687295,0.540951272439215
201,0.9964168789324589,0.9709266309835642,0.02549024794889465
202,0.9992391600054877,0.9272393068296844,0.07199985317580337
203,0.9914655728730851,0.9748361014768535,0.01662947139623161
204,0.9983111401888247,0.9116238710530967,0.086687269135728
205,0.9967606625533978,0.6625523132224361,0.33420834933096166
206,0.9963242557459699,0.9962127939671155,0.00011146177885446029
207,0.9980574781243801,0.9891105243384161,0.008946953785963996
208,0.9981182628958966,0.988845450905447,0.009272811990449603
209,0.996224223661059,0.8043794495980328,0.19184477406302625
210,0.9880501649518004,0.9889278963378044,-0.0008777313860039992
211,0.989535702607156,0.07854409824522623,0.9109916043619297
212,0.9919471609861024,0.8903553977585379,0.10159176322756447
213,0.9917086305124031,0.9070819690854351,0.08462666142696795
214,0.9788041500164117,0.9072077121586226,0.07159643785778913
215,0.9929439837845861,0.8694702543692223,0.12347372941536383
216,0.9974791633196533,0.2825434644778063,0.7149356988418469
217,0.9794459266517976,0.9397490825248696,0.03969684412692809
218,0.9891029374388345,0.889028824136886,0.10007411330194849
219,0.9972844015748428,0.9834633352059774,0.013821066368865376
220,0.9942394848864653,0.9585057949088375,0.035733689977627825
221,0.9983606569959953,0.9872959717203003,0.011064685275695041
222,0.9952323174743127,0.6393632509306493,0.35586906654366346
223,0.9945856255076899,0.7930539780372916,0.2015316474703983
224,0.9657445297276093,0.9541906854732316,0.011553844254377665
225,0.9954556852906967,0.8888653573308611,0.10659032795983558
226,0.9946530747631769,0.2699868398137726,0.7246662349494043
227,0.9989265083364642,0.25827535908198773,0.7406511492544765
228,0.9861420014155338,0.5219243970687655,0.4642176043467683
229,0.9959374557345468,0.9186159470959673,0.07732150863857956
230,0.9972671102242806,0.9516714873105439,0.045595622913736755
231,0.9885994994594607,0.8138337618200427,0.17476573763941794
232,0.995277129676803,0.8526273784170527,0.14264975125975032
233,0.9783128639102197,0.2626629178689542,0.7156499460412655
234,0.9869445811206079,0.39666958794323726,0.5902749931773706
235,0.9891420375766088,0.9945573724208487,-0.00541533484423995
236,0.9974054285937494,0.8708712938189713,0.12653413477477804
237,0.9713227767020622,0.6357217431555593,0.33560103354650295
238,0.9958630776156885,0.716667044125453,0.2791960334902355
239,0.9972880958585376,0.7642462590663075,0.23304183679223012
240,0.990743958958616,0.9381184881515259,0.052625470807090124
241,0.9896463801997599,0.4125741155265176,0.5770722646732422
242,0.9990629339211397,0.2225363121956599,0.7765266217254798
243,0.9904189087762887,0.7614693348800494,0.22894957389623927
244,0.9910971561396329,0.9783951584635467,0.012701997676086152
245,0.9773131025014308,0.7959947906570735,0.18131831184435732
246,0.9874134235332255,0.6815670621657437,0.3058463613674818
247,0.9813563446713608,0.9556143504991521,0.025741994172208682
248,0.9886505030369475,0.27678472967694634,0.7118657733600011
249,0.9954609100282323,0.8452433336947337,0.15021757633349864
250,0.9419204857335128,0.684254902424902,0.2576655833086109
251,0.968207479725487,0.9573415014358887,0.010865978289598344
252,0.9746698876448068,0.9176155460569206,0.05705434158788614
253,0.9758145217108063,0.43418804392560484,0.5416264777852015
254,0.9932449166799002,0.4556342182101797,0.5376106984697205
255,0.9929266381191175,0.991020972219278,0.001905665899839537
256,0.9992462436374869,0.8682748838767541,0.13097135976073282
257,0.9323529650880173,0.8866334413425041,0.045719523745513246
258,0.9866798348189492,0.979532566014504,0.0071472688044451615
259,0.9883809374082863,0.14450770814345634,0.8438732292648299
260,0.9762832025388137,0.9913259090585013,-0.015042706519687532
261,0.949424450481825,0.5483932597412242,0.4010311907406008
262,0.9791468222150432,0.5856408694336297,0.39350595278141354
263,0.9942183057170242,0.8985984091466551,0.09561989657036907
264,0.9900558041769814,0.03670828682021026,0.9533475173567711
265,0.995589302015498,0.11490729639588709,0.880682005619611
266,0.99265423915271,0.9799595537818075,0.012694685370902459
267,0.9961770947778468,0.798759746320805,0.19741734845704173
268,0.9893535725089099,0.8822345535317613,0.1071190189771486
269,0.9963631751913873,0.9480777993752187,0.04828537581616854
270,0.9844711503688341,0.8644639327710605,0.12000721759777366
271,0.9930384305669342,0.9521997157922197,0.04083871477471446
272,0.9918677459202571,0.6780213638315721,0.313846382088685
273,0.9918500036048478,0.954772789618989,0.037077213985858726
274,0.9943986748238773,0.9553245977965902,0.03907407702728716
275,0.9966167794503797,0.700942396813239,0.29567438263714074
276,0.998904131009462,0.27907040226701735,0.7198337287424446
277,0.9795137594574239,0.9292695165690367,0.05024424288838725
278,0.982808856727663,0.263970858523623,0.71883799820404
279,0.9966735167670823,0.9984930488715763,-0.0018195321044940371
280,0.9733216294383469,0.7465778383812826,0.22674379105706433
281,0.9968332880827211,0.9671756260155232,0.029657662067197887
282,0.9972122750613274,0.6853181656234125,0.31189410943791485
283,0.9927057796902714,0.35382805757849617,0.6388777221117752
284,0.9803976604594615,0.8845741624646246,0.09582349799483691
285,0.9898063833237539,0.781245022791357,0.20856136053239693
286,0.978902815826938,0.7875959285079935,0.19130688731894452
287,0.9945412083847647,0.9373234882409267,0.05721772014383797
288,0.9835740447635123,0.9073490116521382,0.07622503311137407
289,0.9867659686780781,0.8301818114439442,0.15658415723413388
290,0.9857932211016052,0.9788101115354965,0.006983109566108703
291,0.995582885672011,0.8690243662801811,0.12655851939182994
292,0.9964440605310594,0.7572719993536287,0.23917206117743073
293,0.9850049607809569,0.562077670516559,0.4229272902643979
294,0.9945539697672452,0.4606611840270587,0.5338927857401865
295,0.9897460574331491,0.9834527560914877,0.006293301341661395
296,0.9594186544434681,0.783081221085272,0.17633743335819607
297,0.9875094313794663,0.8775884177361293,0.10992101364333706
298,0.9691924019919802,0.9543893481256461,0.01480305386633407
299,0.9792373945306436,0.7441904799450697,0.23504691458557392
300,0.9904119102090914,0.8597086028285748,0.1307033073805166
301,0.9759051390495315,0.8374887055854154,0.13841643346411603
302,0.997239061663268,0.9675316619900013,0.029707399673266743
303,0.9949172328055941,0.5749338584690054,0.4199833743365887
304,0.9768911936325408,0.3233832431284271,0.6535079505041137
305,0.9857973165921288,0.30093619858361265,0.6848611180085161
306,0.9781690446450034,0.8529450999276897,0.12522394471731368
307,0.993062776769752,0.5557413377141566,0.4373214390555954
308,0.9906027949823756,0.2601631333767239,0.7304396616056517
309,0.9788310589776053,0.8314587521597067,0.1473723068178986
310,0.9871990286598893,0.8845265325384422,0.10267249612144713
311,0.9915597373412534,0.9635000132518633,0.02805972408939006
312,0.9948170503055689,0.7768259263713043,0.21799112393426456
313,0.956308189041612,0.9772848802893213,-0.02097669124770929
314,0.9957498694444222,0.8883790023949899,0.10737086704943233
315,0.9905176147182595,0.829453934095708,0.1610636806225515
316,0.9961604614299573,0.8015572274819295,0.1946032339480278
317,0.9860703707761214,0.9621015691864963,0.02396880158962511
318,0.9958289288909467,0.25107210480120057,0.7447568240897461
319,0.9991785141003324,0.9790870317411432,0.020091482359189228
320,0.9968103447875062,0.6762301019092295,0.3205802428782767
321,0.998184857366067,0.402840050913825,0.595344806452242
322,0.9853694512700193,0.17507178369172768,0.8102976675782916
323,0.9818877840768524,0.8437840878206813,0.13810369625617114
324,0.9914819158103687,0.7266503636576815,0.26483155215268717
325,0.9916569747784759,0.9496318039480812,0.0420251708303947
326,0.9831358659117544,0.5558589367097128,0.42727692920204163
327,0.9890431721287377,0.5172024539699976,0.47184071815874007
328,0.9982299189055612,0.9567869792541308,0.04144293965143042
329,0.9746966518481581,0.5251000679669628,0.4495965838811953
330,0.9860302088840286,0.28382986165321916,0.7022003472308094
331,0.9871105694953843,0.9962801120894027,-0.009169542594018365
332,0.9891274523850881,0.9381571218306799,0.05097033055440825
333,0.9974539709793335,0.9817270083655965,0.015726962613737072
